2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
2018-04-07T05:13:35.444Z - info: Reading feed from thingspeak by => 406519 with count => 2176
2018-04-07T05:13:35.445Z - info: Reading feed from thingspeak by => 406519 with count => 2177
2018-04-07T05:13:35.447Z - info: Reading feed from thingspeak by => 406519 with count => 2178
2018-04-07T05:13:35.449Z - info: Reading feed from thingspeak by => 406519 with count => 2179
2018-04-07T05:13:35.451Z - info: Reading feed from thingspeak by => 406519 with count => 2180
2018-04-07T05:13:35.453Z - info: Reading feed from thingspeak by => 406519 with count => 2181
2018-04-07T05:13:35.455Z - info: Reading feed from thingspeak by => 406519 with count => 2182
2018-04-07T05:13:35.457Z - info: Reading feed from thingspeak by => 406519 with count => 2183
2018-04-07T05:13:35.458Z - info: Reading feed from thingspeak by => 406519 with count => 2184
2018-04-07T05:13:35.460Z - info: Reading feed from thingspeak by => 406519 with count => 2185
2018-04-07T05:13:35.462Z - info: Reading feed from thingspeak by => 406519 with count => 2186
2018-04-07T05:13:35.464Z - info: Reading feed from thingspeak by => 406519 with count => 2187
2018-04-07T05:13:35.466Z - info: Reading feed from thingspeak by => 406519 with count => 2188
2018-04-07T05:13:35.468Z - info: Reading feed from thingspeak by => 406519 with count => 2189
2018-04-07T05:13:35.470Z - info: Reading feed from thingspeak by => 406519 with count => 2190
2018-04-07T05:13:35.471Z - info: Reading feed from thingspeak by => 406519 with count => 2191
2018-04-07T05:13:35.473Z - info: Reading feed from thingspeak by => 406519 with count => 2192
2018-04-07T05:13:35.475Z - info: Reading feed from thingspeak by => 406519 with count => 2193
2018-04-07T05:13:35.477Z - info: Reading feed from thingspeak by => 406519 with count => 2194
2018-04-07T05:13:35.479Z - info: Reading feed from thingspeak by => 406519 with count => 2195
2018-04-07T05:13:35.481Z - info: Reading feed from thingspeak by => 406519 with count => 2196
2018-04-07T05:13:35.482Z - info: Reading feed from thingspeak by => 406519 with count => 2197
2018-04-07T05:13:35.484Z - info: Reading feed from thingspeak by => 406519 with count => 2198
2018-04-07T05:13:35.486Z - info: Reading feed from thingspeak by => 406519 with count => 2199
2018-04-07T05:13:35.488Z - info: Reading feed from thingspeak by => 406519 with count => 2200
2018-04-07T05:13:35.490Z - info: Reading feed from thingspeak by => 406519 with count => 2201
2018-04-07T05:13:35.492Z - info: Reading feed from thingspeak by => 406519 with count => 2202
2018-04-07T05:13:35.494Z - info: Reading feed from thingspeak by => 406519 with count => 2203
2018-04-07T05:13:35.496Z - info: Reading feed from thingspeak by => 406519 with count => 2204
2018-04-07T05:13:35.497Z - info: Reading feed from thingspeak by => 406519 with count => 2205
2018-04-07T05:13:35.499Z - info: Reading feed from thingspeak by => 406519 with count => 2206
2018-04-07T05:13:35.501Z - info: Reading feed from thingspeak by => 406519 with count => 2207
2018-04-07T05:13:35.502Z - info: Reading feed from thingspeak by => 406519 with count => 2208
2018-04-07T05:13:35.504Z - info: Reading feed from thingspeak by => 406519 with count => 2209
2018-04-07T05:13:35.506Z - info: Reading feed from thingspeak by => 406519 with count => 2210
2018-04-07T05:13:35.508Z - info: Reading feed from thingspeak by => 406519 with count => 2211
2018-04-07T05:13:35.510Z - info: Reading feed from thingspeak by => 406519 with count => 2212
2018-04-07T05:13:35.512Z - info: Reading feed from thingspeak by => 406519 with count => 2213
2018-04-07T05:13:35.514Z - info: Reading feed from thingspeak by => 406519 with count => 2214
2018-04-07T05:13:35.515Z - info: Reading feed from thingspeak by => 406519 with count => 2215
2018-04-07T05:13:35.517Z - info: Reading feed from thingspeak by => 406519 with count => 2216
2018-04-07T05:13:35.518Z - info: Reading feed from thingspeak by => 406519 with count => 2217
2018-04-07T05:13:35.520Z - info: Reading feed from thingspeak by => 406519 with count => 2218
2018-04-07T05:13:35.522Z - info: Reading feed from thingspeak by => 406519 with count => 2219
2018-04-07T05:13:35.524Z - info: Reading feed from thingspeak by => 406519 with count => 2220
2018-04-07T05:13:35.526Z - info: Reading feed from thingspeak by => 406519 with count => 2221
2018-04-07T05:13:35.528Z - info: Reading feed from thingspeak by => 406519 with count => 2222
2018-04-07T05:13:35.531Z - info: Reading feed from thingspeak by => 406519 with count => 2223
2018-04-07T05:13:35.533Z - info: Reading feed from thingspeak by => 406519 with count => 2224
2018-04-07T05:13:35.536Z - info: Reading feed from thingspeak by => 406519 with count => 2225
2018-04-07T05:13:35.540Z - info: Reading feed from thingspeak by => 406519 with count => 2226
2018-04-07T05:13:35.543Z - info: Reading feed from thingspeak by => 406519 with count => 2227
2018-04-07T05:13:35.547Z - info: Reading feed from thingspeak by => 406519 with count => 2228
2018-04-07T05:13:35.550Z - info: Reading feed from thingspeak by => 406519 with count => 2229
2018-04-07T05:13:35.552Z - info: Reading feed from thingspeak by => 406519 with count => 2230
2018-04-07T05:13:35.555Z - info: Reading feed from thingspeak by => 406519 with count => 2231
2018-04-07T05:13:35.559Z - info: Reading feed from thingspeak by => 406519 with count => 2232
2018-04-07T05:13:35.559Z - info: Reading feed from thingspeak by => 406519 with count => 2233
2018-04-07T05:13:35.562Z - info: Reading feed from thingspeak by => 406519 with count => 2234
2018-04-07T05:13:35.564Z - info: Reading feed from thingspeak by => 406519 with count => 2235
2018-04-07T05:13:35.566Z - info: Reading feed from thingspeak by => 406519 with count => 2236
2018-04-07T05:13:35.568Z - info: Reading feed from thingspeak by => 406519 with count => 2237
2018-04-07T05:13:35.570Z - info: Reading feed from thingspeak by => 406519 with count => 2238
2018-04-07T05:13:35.572Z - info: Reading feed from thingspeak by => 406519 with count => 2239
2018-04-07T05:13:35.574Z - info: Reading feed from thingspeak by => 406519 with count => 2240
2018-04-07T05:13:35.576Z - info: Reading feed from thingspeak by => 406519 with count => 2241
2018-04-07T05:13:35.578Z - info: Reading feed from thingspeak by => 406519 with count => 2242
2018-04-07T05:13:35.580Z - info: Reading feed from thingspeak by => 406519 with count => 2243
2018-04-07T05:13:35.582Z - info: Reading feed from thingspeak by => 406519 with count => 2244
2018-04-07T05:13:35.584Z - info: Reading feed from thingspeak by => 406519 with count => 2245
2018-04-07T05:13:35.586Z - info: Reading feed from thingspeak by => 406519 with count => 2246
2018-04-07T05:13:35.588Z - info: Reading feed from thingspeak by => 406519 with count => 2247
2018-04-07T05:13:35.590Z - info: Reading feed from thingspeak by => 406519 with count => 2248
2018-04-07T05:13:35.592Z - info: Reading feed from thingspeak by => 406519 with count => 2249
2018-04-07T05:13:35.594Z - info: Reading feed from thingspeak by => 406519 with count => 2250
2018-04-07T05:13:35.596Z - info: Reading feed from thingspeak by => 406519 with count => 2251
2018-04-07T05:13:35.598Z - info: Reading feed from thingspeak by => 406519 with count => 2252
2018-04-07T05:13:35.600Z - info: Reading feed from thingspeak by => 406519 with count => 2253
2018-04-07T05:13:35.602Z - info: Reading feed from thingspeak by => 406519 with count => 2254
2018-04-07T05:13:35.604Z - info: Reading feed from thingspeak by => 406519 with count => 2255
2018-04-07T05:13:35.606Z - info: Reading feed from thingspeak by => 406519 with count => 2256
2018-04-07T05:13:35.608Z - info: Reading feed from thingspeak by => 406519 with count => 2257
2018-04-07T05:13:35.610Z - info: Reading feed from thingspeak by => 406519 with count => 2258
2018-04-07T05:13:35.612Z - info: Reading feed from thingspeak by => 406519 with count => 2259
2018-04-07T05:13:35.614Z - info: Reading feed from thingspeak by => 406519 with count => 2260
2018-04-07T05:13:35.616Z - info: Reading feed from thingspeak by => 406519 with count => 2261
2018-04-07T05:13:35.618Z - info: Reading feed from thingspeak by => 406519 with count => 2262
2018-04-07T05:13:35.620Z - info: Reading feed from thingspeak by => 406519 with count => 2263
2018-04-07T05:13:35.623Z - info: Reading feed from thingspeak by => 406519 with count => 2264
2018-04-07T05:13:35.625Z - info: Reading feed from thingspeak by => 406519 with count => 2265
2018-04-07T05:13:35.627Z - info: Reading feed from thingspeak by => 406519 with count => 2266
2018-04-07T05:13:35.628Z - info: Reading feed from thingspeak by => 406519 with count => 2267
2018-04-07T05:13:35.630Z - info: Reading feed from thingspeak by => 406519 with count => 2268
2018-04-07T05:13:35.632Z - info: Reading feed from thingspeak by => 406519 with count => 2269
2018-04-07T05:13:35.635Z - info: Reading feed from thingspeak by => 406519 with count => 2270
2018-04-07T05:13:35.637Z - info: Reading feed from thingspeak by => 406519 with count => 2271
2018-04-07T05:13:35.639Z - info: Reading feed from thingspeak by => 406519 with count => 2272
2018-04-07T05:13:35.641Z - info: Reading feed from thingspeak by => 406519 with count => 2273
2018-04-07T05:13:35.643Z - info: Reading feed from thingspeak by => 406519 with count => 2274
2018-04-07T05:13:35.645Z - info: Reading feed from thingspeak by => 406519 with count => 2275
2018-04-07T05:13:35.648Z - info: Reading feed from thingspeak by => 406519 with count => 2276
2018-04-07T05:13:35.650Z - info: Reading feed from thingspeak by => 406519 with count => 2277
2018-04-07T05:13:35.652Z - info: Reading feed from thingspeak by => 406519 with count => 2278
2018-04-07T05:13:35.654Z - info: Reading feed from thingspeak by => 406519 with count => 2279
2018-04-07T05:13:35.656Z - info: Reading feed from thingspeak by => 406519 with count => 2280
2018-04-07T05:13:35.658Z - info: Reading feed from thingspeak by => 406519 with count => 2281
2018-04-07T05:13:35.660Z - info: Reading feed from thingspeak by => 406519 with count => 2282
2018-04-07T05:13:35.662Z - info: Reading feed from thingspeak by => 406519 with count => 2283
2018-04-07T05:13:35.664Z - info: Reading feed from thingspeak by => 406519 with count => 2284
2018-04-07T05:13:35.666Z - info: Reading feed from thingspeak by => 406519 with count => 2285
2018-04-07T05:13:35.668Z - info: Reading feed from thingspeak by => 406519 with count => 2286
2018-04-07T05:13:35.670Z - info: Reading feed from thingspeak by => 406519 with count => 2287
2018-04-07T05:13:35.672Z - info: Reading feed from thingspeak by => 406519 with count => 2288
2018-04-07T05:13:35.674Z - info: Reading feed from thingspeak by => 406519 with count => 2289
2018-04-07T05:13:35.676Z - info: Reading feed from thingspeak by => 406519 with count => 2290
2018-04-07T05:13:35.678Z - info: Reading feed from thingspeak by => 406519 with count => 2291
2018-04-07T05:13:35.679Z - info: Reading feed from thingspeak by => 406519 with count => 2292
2018-04-07T05:13:35.681Z - info: Reading feed from thingspeak by => 406519 with count => 2293
2018-04-07T05:13:35.683Z - info: Reading feed from thingspeak by => 406519 with count => 2294
2018-04-07T05:13:35.685Z - info: Reading feed from thingspeak by => 406519 with count => 2295
2018-04-07T05:13:35.687Z - info: Reading feed from thingspeak by => 406519 with count => 2296
2018-04-07T05:13:35.688Z - info: Reading feed from thingspeak by => 406519 with count => 2297
2018-04-07T05:13:35.690Z - info: Reading feed from thingspeak by => 406519 with count => 2298
2018-04-07T05:13:35.692Z - info: Reading feed from thingspeak by => 406519 with count => 2299
2018-04-07T05:13:35.694Z - info: Reading feed from thingspeak by => 406519 with count => 2300
2018-04-07T05:13:35.696Z - info: Reading feed from thingspeak by => 406519 with count => 2301
2018-04-07T05:13:35.698Z - info: Reading feed from thingspeak by => 406519 with count => 2302
2018-04-07T05:13:35.699Z - info: Reading feed from thingspeak by => 406519 with count => 2303
2018-04-07T05:13:35.701Z - info: Reading feed from thingspeak by => 406519 with count => 2304
2018-04-07T05:13:35.703Z - info: Reading feed from thingspeak by => 406519 with count => 2305
2018-04-07T05:13:35.705Z - info: Reading feed from thingspeak by => 406519 with count => 2306
2018-04-07T05:13:35.706Z - info: Reading feed from thingspeak by => 406519 with count => 2307
2018-04-07T05:13:35.708Z - info: Reading feed from thingspeak by => 406519 with count => 2308
2018-04-07T05:13:35.710Z - info: Reading feed from thingspeak by => 406519 with count => 2309
2018-04-07T05:13:35.712Z - info: Reading feed from thingspeak by => 406519 with count => 2310
2018-04-07T05:13:35.714Z - info: Reading feed from thingspeak by => 406519 with count => 2311
2018-04-07T05:13:35.715Z - info: Reading feed from thingspeak by => 406519 with count => 2312
2018-04-07T05:13:35.717Z - info: Reading feed from thingspeak by => 406519 with count => 2313
2018-04-07T05:13:35.719Z - info: Reading feed from thingspeak by => 406519 with count => 2314
